carpark_id,area,address,x_coordinate,y_coordinate,latitude,longitude,total_lots,agency,dataset
1,DOWNTOWN CORE,Suntec City,30655.56868085574,30681.833215220555,1.29375,103.85718,2870.0,LTA,lta
11,ORCHARD,Cineleisure,28344.047198765078,31539.88175352697,1.30151,103.83641,280.0,LTA,lta
12,ORCHARD,Hilton Orchard,28299.53073691164,31611.75535465516,1.30216,103.83601,200.0,LTA,lta
13,ORCHARD,Ngee Ann City,28175.9977849213,31633.87022057354,1.30236,103.8349,1132.0,LTA,lta
14,ORCHARD,Wisma Atria,27994.59357830455,31777.617471459303,1.30366,103.83327,290.0,LTA,lta
15,ORCHARD,Wheelock Place,27700.7858182013,31903.672963193807,1.3048,103.83063,259.0,LTA,lta
16,BUKIT MERAH,VivoCity P3,26810.440461037382,27415.442750860228,1.26421,103.82263,1388.0,LTA,lta
17,SOUTHERN ISLANDS,Sentosa,27770.894161082262,25862.97005023181,1.25017,103.83126,1582.0,LTA,lta
18,ORCHARD,Tang Plaza,27977.899959600843,31915.83603625934,1.30491,103.83312,403.0,LTA,lta
19,BUKIT MERAH,Harbourfront Centre,26529.983193009557,27420.97278381012,1.26426,103.82011,895.0,LTA,lta
2,DOWNTOWN CORE,Marina Square,30666.700522355237,30394.338708910225,1.29115,103.85728,1860.0,LTA,lta
20,ORCHARD,Far East Plaza,28030.206617712854,32157.994963958317,1.3071,103.83359,496.0,LTA,lta
21,ORCHARD,Centrepoint,28715.75888127242,31594.06412927349,1.302,103.83975,362.0,LTA,lta
22,ORCHARD,Concorde Hotel,28956.147844973377,31439.260054340426,1.3006,103.84191,277.0,LTA,lta
23,ORCHARD,ION Orchard,27859.93164693974,31818.530201972106,1.30403,103.83206,490.0,LTA,lta
24,ORCHARD,313@Somerset,28601.12948397965,31465.797036061595,1.30084,103.83872,205.0,LTA,lta
26,SOUTHERN ISLANDS,Resorts World Sentosa,26531.09186121105,26581.70992421673,1.25667,103.82012,2482.0,LTA,lta
27,ORCHARD,Orchard Central,28720.21088122741,31452.528333616334,1.30072,103.83979,275.0,LTA,lta
3,DOWNTOWN CORE,Raffles City,30211.51628904661,30689.569630892263,1.29382,103.85319,913.0,LTA,lta
4,DOWNTOWN CORE,The Esplanade,30480.844849317982,30279.33917818888,1.29011,103.85561,747.0,LTA,lta
43,JURONG EAST,Westgate,17928.453422947678,35165.81658524602,1.3343,103.74282,573.0,LTA,lta
5,DOWNTOWN CORE,Millenia Singapore,30979.42784916966,30544.723625987524,1.29251,103.86009,1475.0,LTA,lta
50,BUKIT MERAH,VivoCity P2,26700.260834167337,27420.97196690151,1.26426,103.82164,860.0,LTA,lta
52,ORCHARD,Orchard Gateway,28666.791264512416,31425.990238413724,1.30048,103.83931,250.0,LTA,lta
53,JURONG EAST,IMM Building,18373.057669573704,35226.28511875687,1.334847,103.746815,1186.0,LTA,lta
55,ORCHARD,Paragon,28281.72400612141,31793.098090418636,1.3038,103.83585,413.0,LTA,lta
56,DOWNTOWN CORE,National Gallery,30042.356336483124,30297.027654318073,1.29027,103.85167,209.0,LTA,lta
57,MUSEUM,The Atrium@Orchard,29357.90881193761,31348.70090450299,1.299781,103.84552,96.0,LTA,lta
58,BUKIT PANJANG,Bukit Panjang Plaza,20330.226526021448,40190.26582064215,1.37974,103.7644,299.0,LTA,lta
59,SINGAPORE RIVER,Clarke Quay,29464.75343311141,30342.13861644535,1.290678,103.84648,354.0,LTA,lta
6,DOWNTOWN CORE,Singapore Flyer,31315.531762997787,30205.26256304401,1.28944,103.86311,283.0,LTA,lta
61,ROCHOR,Bugis+,30317.237643557073,31345.058199742867,1.299748,103.85414,323.0,LTA,lta
62,CHOA CHU KANG,Lot One,18164.593212316133,40785.89465697806,1.385126,103.74494,302.0,LTA,lta
63,TAMPINES,Tampines Mall,40395.499596217654,37181.03234406909,1.352524,103.9447,607.0,LTA,lta
64,BISHAN,Junction 8,29699.53776316666,36959.271850649035,1.350521,103.84859,276.0,LTA,lta
65,BEDOK,Bedok Mall,38691.78710368712,34115.37719012241,1.3248,103.92939,264.0,LTA,lta
66,DOWNTOWN CORE,Funan Mall,29878.757282250568,30388.803643130286,1.2911,103.8502,394.0,LTA,lta
7,ORCHARD,Orchard Point,28811.469299694407,31522.190736842484,1.30135,103.84061,162.0,LTA,lta
8,ORCHARD,The Heeren,28453.112158471307,31654.87975111042,1.30255,103.83739,152.0,LTA,lta
9,MUSEUM,Plaza Singapura,29303.37556153258,31486.80863434548,1.30103,103.84503,675.0,LTA,lta
A0007,ORCHARD,ANGULLIA PARK OFF STREET,27582.895000038214,31962.0600998889,1.3053280313212745,103.82957069514487,262.0,URA,lta
A0011,MUSEUM,ARMENIAN STREET OFF STREET,29730.299500038614,30701.29209986823,1.2939260442319098,103.84886606187928,45.0,URA,lta
A0017,ROCHOR,ARAB STREET - QUEEN STREET OFF STREET,30638.33940003798,31698.21989988463,1.3029418442251717,103.8570252731165,148.0,URA,lta
A0021,OUTRAM,AMOY STREET OFF STREET,29542.367600037465,29248.82179984456,1.280790422979401,103.84717734239698,16.0,URA,lta
A0024,NOVENA,ADAM ROAD FOOD CENTRE OFF STREET,25838.802000040254,34044.97730926823,1.3241651253846232,103.81389905625699,64.0,URA,lta
A0035,NEWTON,ANTHONY ROAD OFF STREET,28397.80120003807,32511.431199897852,1.3102963501645526,103.83689301654506,50.0,URA,lta
A0046,GEYLANG,ALJUNIED ROAD OFF STREET,33394.20430003734,32909.16419990438,1.3138928367737375,103.88178819343076,13.0,URA,lta
A10,ANG MO KIO,BLK 201/202 ANG MO KIO STREET 22,29247.03,38962.0,1.3686329816140794,103.8445240151766,63.0,HDB,hdb
A100,ANG MO KIO,BLK 650 ANG MO KIO STREET 61,29033.1895,39996.3712,1.3779874731949442,103.842602544842,64.0,HDB,hdb
A101,ANG MO KIO,BLK 651 ANG MO KIO AVENUE 9,28937.1415,40554.9338,1.3830389165845827,103.84173950080415,200.0,HDB,hdb
A11,ANG MO KIO,BLK 223/226/226A-226D ANG MO KIO STREET 22,28541.14,38785.36,1.3670355338571134,103.8381810968511,410.0,HDB,hdb
A12,ANG MO KIO,BLK 229/230 ANG MO KIO STREET 22,28605.489,38954.8,1.3685678874797558,103.83875932066391,194.0,HDB,hdb
A13,ANG MO KIO,BLK 232/233 ANG MO KIO STREET 22,28388.51,38892.03,1.3680002216512899,103.83680961188561,154.0,HDB,hdb
A15,ANG MO KIO,BLK 226E-226H ANG MO KIO STREET 22,28790.02,38777.85,1.3669676105068467,103.84041745596973,59.0,HDB,hdb
A2,ANG MO KIO,BLK 206/207 ANG MO KIO STREET 22,29082.59,38697.07,1.3662370557741221,103.84304639719952,188.0,HDB,hdb
A20,ANG MO KIO,BLK 304/307/319 ANG MO KIO STREET 31,29684.7366,38554.0251,1.3649433806415425,103.84845709182149,83.0,HDB,hdb
A21,ANG MO KIO,BLK 325/326/301 ANG MO KIO STREET 31,29446.1477,38906.1139,1.3681275586189163,103.8463132241709,633.0,HDB,hdb
A24,ANG MO KIO,BLK 338/340 ANG MO KIO STREET 32,29789.41,38533.02,1.3647534118811009,103.84939765277373,222.0,HDB,hdb
A25,ANG MO KIO,BLK 330/337 ANG MO KIO AVENUE 8,30037.566,38313.6296,1.3627693074285172,103.85162748927652,543.0,HDB,hdb
A26,ANG MO KIO,BLK 113/114/118 ANG MO KIO AVENUE 4,28236.93,39419.47,1.3727702022189985,103.83544756414679,333.0,HDB,hdb
A27,ANG MO KIO,BLK 108/109/110 ANG MO KIO STREET 11,28556.67,39153.3,1.3703630515467693,103.8383206515405,237.0,HDB,hdb
A28,ANG MO KIO,BLK 103/105/107 ANG MO KIO STREET 11,28461.3669,39295.5961,1.3716499282813763,103.83746428814854,81.0,HDB,hdb
A29,ANG MO KIO,BLK 347 ANG MO KIO AVENUE 3,29713.5035,38806.4544,1.3672262594201823,103.84871559664501,435.0,HDB,hdb
A30,ANG MO KIO,BLK 129/134 ANG MO KIO STREET 12,29012.7631,39222.5981,1.3709897466881407,103.84241897219825,12.0,HDB,hdb
A31,ANG MO KIO,BLK 119/128 ANG MO KIO STREET 12,29155.32,39163.04,1.3704511192782494,103.84369994453257,310.0,HDB,hdb
A33,ANG MO KIO,BLK 253/254 ANG MO KIO STREET 21,28152.8391,39115.4784,1.3700210113414353,103.83469194577,2.0,HDB,hdb
A34,ANG MO KIO,BLK 422/425 ANG MO KIO STREET 42,30042.0,38931.43,1.368356473219034,103.85166737410135,220.0,HDB,hdb
A35,ANG MO KIO,BLK 426/428/435 ANG MO KIO STREET 43,30310.66,38963.49,1.3686463926053345,103.85408147411323,473.0,HDB,hdb
A36,ANG MO KIO,BLK 436/443/445 ANG MO KIO STREET 43,30443.9088,38715.8847,1.3664071280973518,103.85527878732958,680.0,HDB,hdb
A37,ANG MO KIO,BLK 446/449/453 ANG MO KIO STREET 43,30474.8188,38904.5192,1.3681130684869152,103.85555655070138,193.0,HDB,hdb
A38,ANG MO KIO,BLK 407/410/421 ANG MO KIO AVENUE 10,30367.0774,38445.7028,1.3639637058040284,103.85458838271062,938.0,HDB,hdb
A39,ANG MO KIO,BLK 401/405 ANG MO KIO AVENUE 10,30309.63,38134.69,1.361151021658679,103.85407215463408,200.0,HDB,hdb
A4,ANG MO KIO,BLK 217/220 ANG MO KIO AVENUE 1,28876.2363,38636.7578,1.365691620587143,103.84119216501767,329.0,HDB,hdb
A40,ANG MO KIO,BLK 471/476 ANG MO KIO STREET 44,30633.47,38267.95,1.362356150537859,103.8569820859847,520.0,HDB,hdb
A41,ANG MO KIO,BLK 466/470 ANG MO KIO STREET 44,30627.96,38553.32,1.364936935305799,103.85693260004962,308.0,HDB,hdb
A42,ANG MO KIO,BLK 461/465 ANG MO KIO STREET 44,30675.9559,38735.0223,1.3665801816289644,103.85736389239304,138.0,HDB,hdb
A43,ANG MO KIO,BLK 457/458/460 ANG MO KIO STREET 44,30887.78,38670.51,1.3659967355493308,103.85926727197639,141.0,HDB,hdb
A44,ANG MO KIO,BLK 459/456 ANG MO KIO STREET 44,30856.9781,38804.1956,1.367205743273234,103.8589905085286,155.0,HDB,hdb
A45,ANG MO KIO,BLK 570/578 ANG MO KIO STREET 51,30438.53,39214.64,1.370917693067466,103.85523049600965,394.0,HDB,hdb
A47,ANG MO KIO,BLK 562/565/560 ANG MO KIO STREET 54,30885.475,39174.8899,1.3705581670513376,103.85924660891077,303.0,HDB,hdb
A48,ANG MO KIO,BLK 571/73 ANG MO KIO STREET 51,30374.18,39154.22,1.370371281457812,103.85465226092984,58.0,HDB,hdb
A49,ANG MO KIO,BLK 555/559 ANG MO KIO STREET 54,30724.16,39260.19,1.37132960595493,103.85779708766381,180.0,HDB,hdb
A50,ANG MO KIO,BLK 548/552/556 ANG MO KIO STREET 54,30703.29,39392.09,1.3725224642422473,103.85760956795286,206.0,HDB,hdb
A51,ANG MO KIO,BLK 252/253A ANG MO KIO STREET 21,28117.6053,39054.6321,1.3694707392934409,103.83437534502293,35.0,HDB,hdb
A52,ANG MO KIO,BLK 701/716 ANG MO KIO AVENUE 3/6,29513.9566,39155.7785,1.3703854326512566,103.84692254711774,149.0,HDB,hdb
A53,ANG MO KIO,BLK 712A ANG MO KIO AVENUE 3/6,29508.9218,39208.8091,1.3708650227001158,103.84687730858236,697.0,HDB,hdb
A54,ANG MO KIO,BLK 727/728 ANG MO KIO AVENUE 6,29401.8671,39382.3378,1.3724343595097768,103.8459153545853,767.0,HDB,hdb
A55,ANG MO KIO,BLK 729/730 ANG MO KIO AVENUE 6/8,29464.1325,39466.0892,1.3731917741948454,103.84647485774163,445.0,HDB,hdb
A59,ANG MO KIO,BLK 547/551 ANG MO KIO STREET 54,30762.295,39543.9937,1.3738962214127315,103.85813978410101,172.0,HDB,hdb
A60,ANG MO KIO,BLK 540/546 ANG MO KIO STREET 54,30514.5273,39606.8281,1.3744644954379837,103.85591341875042,517.0,HDB,hdb
A61,ANG MO KIO,BLK 520/534/529 ANG MO KIO AVENUE 5/10,30096.82,39574.31,1.3741704461236193,103.8521600154717,1129.0,HDB,hdb
A63,ANG MO KIO,BLK 501/513/508 ANG MO KIO STREET 52/53,29789.5613,39690.0448,1.3752171305295215,103.84939908200639,715.0,HDB,hdb
A64,ANG MO KIO,BLK 584/586 ANG MO KIO STREET 51,30241.6957,39172.3075,1.370534868701229,103.85346179745191,125.0,HDB,hdb
A65,ANG MO KIO,BLK 558/560 ANG MO KIO STREET 54,30904.46,39226.97,1.371029158960116,103.85941720762452,97.0,HDB,hdb
A66,ANG MO KIO,BLK 601/604/603 ANG MO KIO AVENUE 5,28260.64,40279.16,1.3805449309084117,103.83566062297803,149.0,HDB,hdb
A67,ANG MO KIO,BLK 605/612 ANG MO KIO AVENUE 4/5,28499.27,40184.22,1.3796863244461355,103.8378048893886,712.0,HDB,hdb
A68,ANG MO KIO,BLK 620/624/626 ANG MO KIO STREET 61,28727.3335,40428.7342,1.3818976185660183,103.83985421482706,158.0,HDB,hdb
A69,ANG MO KIO,BLK 623/625/627 ANG MO KIO STREET 61,28960.06,40400.41,1.3816414579421723,103.84194543574868,476.0,HDB,hdb
A7,ANG MO KIO,BLK 212/213 ANG MO KIO STREET 23,28888.4313,38935.4059,1.3683924870216928,103.84130175438848,238.0,HDB,hdb
A70,ANG MO KIO,BLK 629/626 ANG MO KIO AVENUE 4,28755.4887,40287.5326,1.38062064114195,103.84010720676336,134.0,HDB,hdb
A71,ANG MO KIO,BLK 628/632 ANG MO KIO STREET 61,28826.1219,40219.911,1.3800090936953147,103.84074189671752,185.0,HDB,hdb
A72,ANG MO KIO,BLK 633/640 ANG MO KIO STREET 61,29136.44,40303.05,1.3807609626573387,103.84353033817357,358.0,HDB,hdb
A73,ANG MO KIO,BLK 641/645 ANG MO KIO STREET 61,28835.3369,40091.5441,1.378848189137787,103.84082469669583,414.0,HDB,hdb
A74,ANG MO KIO,BLK 646/649 ANG MO KIO STREET 61,29166.97,40069.8164,1.378651680283736,103.84380466372642,185.0,HDB,hdb
A75,ANG MO KIO,BLK 177/182 ANG MO KIO AVENUE 4,28597.1669,39798.961,1.3762021780623381,103.83868455774677,354.0,HDB,hdb
A76,ANG MO KIO,BLK 613A ANG MO KIO AVENUE 4,28613.8871,39995.2242,1.377977111891701,103.8388348049752,818.0,HDB,hdb
A77,ANG MO KIO,BLK 150/156 ANG MO KIO AVENUE 5,28741.1744,39815.655,1.376353149352738,103.83997857029854,276.0,HDB,hdb
A78,ANG MO KIO,BLK 157/163 ANG MO KIO AVENUE 4,28564.0295,39632.2729,1.3746947111453929,103.83838679093324,525.0,HDB,hdb
A8,ANG MO KIO,BLK 209/210 ANG MO KIO STREET 22,29111.67,38975.61,1.3687560709932358,103.84330771146671,48.0,HDB,hdb
A81,ANG MO KIO,BLK 170/172 ANG MO KIO STREET 13,28351.6931,39594.7701,1.3743555525255606,103.83647879468057,118.0,HDB,hdb
A82,ANG MO KIO,BLK 173/176 ANG MO KIO AVENUE 4,28342.7741,39740.6593,1.37567492239482,103.83639865272241,201.0,HDB,hdb
A85,ANG MO KIO,BLK 340 ANG MO KIO STREET 32,29824.1,38572.16,1.3651073779477731,103.84970936855954,93.0,HDB,hdb
A87,ANG MO KIO,BLK 462/463 ANG MO KIO STREET 44,30733.8638,38762.2439,1.36682635874641,103.8578842373726,113.0,HDB,hdb
A88,ANG MO KIO,BLK 348 ANG MO KIO AVENUE 3,29552.24,38701.9,1.3662807156719192,103.84726652678953,43.0,HDB,hdb
A9,ANG MO KIO,BLK 202/203 ANG MO KIO STREET 22,29232.3606,38900.2315,1.368074369978137,103.84439219780549,146.0,HDB,hdb
A94,ANG MO KIO,BLK 104C ANG MO KIO STREET 11,28556.1477,39318.8058,1.3718598268833164,103.83831596140111,234.0,HDB,hdb
A98,ANG MO KIO,BLK 259 ANG MO KIO AVENUE 2,27837.0334,39020.7488,1.3691643105963722,103.83185420964756,108.0,HDB,hdb
ACB,ROCHOR,BLK 270/271 ALBERT CENTRE BASEMENT CAR PARK,30314.7936,31490.4942,1.3010632720874964,103.85411804993062,93.0,HDB,hdb
ACM,GEYLANG,BLK 98A ALJUNIED CRESCENT,33758.4143,33695.5198,1.3210042901059609,103.88506094761496,358.0,HDB,hdb
AH1,NOVENA,BLK 101 JALAN DUSUN,29257.7203,34500.3599,1.328283495109407,103.84461988914568,278.0,HDB,hdb
AM14,ANG MO KIO,BLK 227 ANG MO KIO STREET 23,28777.0707,38973.9528,1.3687410945550118,103.84030110265202,350.0,HDB,hdb
AM16,ANG MO KIO,BLK 256A ANG MO KIO STREET 21,28267.0582,39151.8344,1.3703498012136124,103.83571828515677,115.0,HDB,hdb
AM18,ANG MO KIO,BLK 308C ANG MO KIO AVENUE 1,29257.6457,38619.9953,1.3655400127862634,103.84461939021914,451.0,HDB,hdb
AM19,ANG MO KIO,BLK 260 ANG MO KIO STREET 21,28134.9305,38989.9965,1.3688861979339544,103.83453102382205,300.0,HDB,hdb
AM20,ANG MO KIO,BLK 309B ANG MO KIO STREET 31,29421.1502,38526.8611,1.3646977329371186,103.84608858611757,676.0,HDB,hdb
AM22,ANG MO KIO,BLK 316B ANG MO KIO STREET 31,29595.2539,38514.7606,1.3645882914751264,103.84765302635225,459.0,HDB,hdb
AM32,ANG MO KIO,BLK 255A ANG MO KIO STREET 21,28117.7689,39172.0389,1.3705325244610713,103.8343768155432,91.0,HDB,hdb
AM43,ANG MO KIO,BLK 455 ANG MO KIO STREET 44,30669.2379,38959.5487,1.3686107186719942,103.85730354666741,465.0,HDB,hdb
AM46,ANG MO KIO,BLK 588 ANG MO KIO STREET 52,30234.4145,39354.0323,1.3721783233234015,103.85339638441604,403.0,HDB,hdb
AM51,ANG MO KIO,BLK 700 ANG MO KIO AVENUE 6,29489.025,39103.7605,1.369915001718853,103.84669851649676,282.0,HDB,hdb
AM64,ANG MO KIO,BLK 590 ANG MO KIO STREET 51,30201.236,39274.274,1.3714570202946914,103.85309824605719,552.0,HDB,hdb
AM79,ANG MO KIO,BLK 596 ANG MO KIO STREET 52,30004.2224,39370.6063,1.3723282292064236,103.85132794564834,472.0,HDB,hdb
AM80,ANG MO KIO,BLK 130A ANG MO KIO STREET 12,28950.7223,39184.6976,1.3706469901715583,103.84186149048261,191.0,HDB,hdb
AM81,ANG MO KIO,BLK 132A ANG MO KIO STREET 12,28960.3285,39294.4158,1.3716392420558658,103.84194781252401,215.0,HDB,hdb
AM96,ANG MO KIO,BLK 352A ANG MO KIO STREET 32,29961.0968,38457.9118,1.3640741492788215,103.85094037122862,525.0,HDB,hdb
AR1L,QUEENSTOWN,3 AND 5 DOVER ROAD,22359.0217,31801.6379,1.3038767185244577,103.78263177920336,4.0,HDB,hdb
AR1M,QUEENSTOWN,BLK 2A DOVER ROAD,22474.205,31687.9608,1.3028486840208244,103.7836667743232,196.0,HDB,hdb
AR2L,QUEENSTOWN,BLK 26 AND 27 DOVER CRESCENT,22194.6359,32026.8288,1.3059132344622109,103.78115465517361,4.0,HDB,hdb
AR2M,QUEENSTOWN,BLK 28 DOVER CRESCENT,22252.486,31896.9749,1.3047388928304149,103.78167448932463,696.0,HDB,hdb
AR5M,QUEENSTOWN,BLK 19A DOVER CRESCENT,22562.8641,32184.9758,1.307343526593196,103.78446333008414,548.0,HDB,hdb
AR7L,QUEENSTOWN,12 TO 14 DOVER CLOSE EAST,22688.3753,32015.1518,1.305807720561871,103.7855911365702,4.0,HDB,hdb
AR7M,QUEENSTOWN,BLK 12A DOVER CLOSE EAST,22643.9533,31900.5591,1.3047713772680545,103.78519200383877,295.0,HDB,hdb
AR9,QUEENSTOWN,BLK 20/22/23 DOVER CRESCENT,22448.9368,32178.436,1.3072843627095663,103.78343964059528,89.0,HDB,hdb
AV1,BUKIT MERAH,BLK 120/120A/121-127 ALEXANDRA VILLAGE,24649.752,29778.7266,1.2855825549923126,103.80321526415888,277.0,HDB,hdb
B0031,KALLANG,BEATTY ROAD OFF STREET,30925.470800039242,32933.25409990474,1.31411103114537,103.85960539693774,0.0,URA,lta
B0063,BUKIT BATOK,BUKIT BATOK NATURE PARK OFF STREET,20005.27670003792,36613.7528042017,1.3473952305358945,103.76148104640775,106.0,URA,lta
B0087,ROCHOR,BAGHDAD STREET OFF STREET,31011.157700039777,31517.053699881642,1.3013034071461544,103.86037519945218,25.0,URA,lta
B0088,BEDOK,BEDOK ROAD FOOD CENTRE OFF STREET,41565.82250003793,33682.324899917025,1.320882494257288,103.95521451777431,52.0,URA,lta
B10,BEDOK,BLK 404/413 BEDOK NORTH AVENUE 3,39172.2903,34582.9441,1.3290283308949447,103.93370774408997,516.0,HDB,hdb
B10M,BEDOK,BLK 431 BEDOK NORTH ROAD,39040.5507,34603.0432,1.3292101478885272,103.93252399987297,303.0,HDB,hdb
B11,BEDOK,BLK 416/418 BEDOK NORTH AVENUE 2,38803.7496,34507.0389,1.3283420053245598,103.93039617992274,1011.0,HDB,hdb
B14,BEDOK,BLK 412/413 BEDOK NORTH AVENUE 2,38920.4797,34597.393,1.3291590929262413,103.93144509494518,208.0,HDB,hdb
B16,BEDOK,"BLKS 59, 62-65 NEW UPPER CHANGI ROAD",39934.8473,33971.8042,1.3235011178756266,103.94055949192419,364.0,HDB,hdb
B17,BEDOK,BLK 52/57 NEW UPPER CHANGI ROAD,40079.2617,34051.0508,1.324217738006363,103.94185716126566,385.0,HDB,hdb
B19,BEDOK,"BLK 36-44, 60 BEDOK SOUTH ROAD",39979.5352,33797.4766,1.321924546005149,103.94096096793415,860.0,HDB,hdb
B20,BEDOK,BLK 67/73 BEDOK SOUTH ROAD,40253.2539,33562.5352,1.3197997144802687,103.94342037708827,385.0,HDB,hdb
B21,BEDOK,BLK 74/82 BEDOK NORTH ROAD,39989.0226,34488.949,1.3281779629096135,103.94104648719063,555.0,HDB,hdb
B23L,BEDOK,BLK 187 BEDOK NORTH STREET 4,39851.2917,34739.452,1.330443473364623,103.93980899840454,4.0,HDB,hdb
B23M,BEDOK,BLK 187 BEDOK NORTH STREET 4,39944.1477,34766.4678,1.3306877578836185,103.94064337056808,860.0,HDB,hdb
B24,BEDOK,BLK 84/89 BEDOK NORTH AVENUE 4,39682.7466,34983.1176,1.3326471603070125,103.93829462226209,150.0,HDB,hdb
B25,BEDOK,BLK 91/97 BEDOK NORTH AVENUE 4,39927.1063,35018.7287,1.3329691187717014,103.94049034285005,130.0,HDB,hdb
B26,BEDOK,BLK 98/100 BEDOK NORTH AVENUE 4,39910.4336,35166.7734,1.3343079867729062,103.94034058725475,225.0,HDB,hdb
B27,BEDOK,BLK 101/106 BEDOK NORTH AVENUE 4,39654.1953,35145.7266,1.3341177469892762,103.93803813520908,268.0,HDB,hdb
B28,BEDOK,BLK 107/110 BEDOK NORTH ROAD,39379.6445,34971.7852,1.3325447895324392,103.93557107829271,342.0,HDB,hdb
B30,BEDOK,BLK 119/123 BEDOK NORTH STREET 2,39733.8204,34684.0888,1.329942834656957,103.93875343367434,353.0,HDB,hdb
B31,BEDOK,BLK 124/129 BEDOK NORTH STREET 2,39744.5963,34524.6842,1.328501234196721,103.93885019978502,415.0,HDB,hdb
B32,BEDOK,BLK 130/132 BEDOK NORTH STREET 2,39511.7026,34404.0851,1.3274106694551377,103.93675747950408,124.0,HDB,hdb
B33,BEDOK,BLK 131/133 BEDOK NORTH AVENUE 3,39405.1638,34385.3038,1.3272408584024267,103.93580016456131,129.0,HDB,hdb
B34,BEDOK,BLK 134/136 BEDOK NORTH AVENUE 3,39391.0547,34503.7773,1.3283122943595511,103.9356734308385,274.0,HDB,hdb
B35,BEDOK,BLK 137/140 BEDOK NORTH AVENUE 3,39335.7148,34586.2422,1.329058097203989,103.93517620266307,197.0,HDB,hdb
B40,BEDOK,BLK 504/508 BEDOK NORTH STREET 3,39067.9293,34972.3428,1.3325499476387692,103.93277014516458,540.0,HDB,hdb
B41,BEDOK,BLK 510 BEDOK NORTH STREET 3,38925.7812,34972.8867,1.332554918020816,103.93149286604523,26.0,HDB,hdb
B42,BEDOK,BLK 509/511 BEDOK NORTH STREET 3,38851.0273,34961.4805,1.3324517913824268,103.9308211568239,123.0,HDB,hdb
B43,BEDOK,BLK 519/522 553 BEDOK NORTH AVENUE 1/2,38492.9294,34812.5657,1.331105186543512,103.92760339777311,217.0,HDB,hdb
B44,BEDOK,BLK 528/536 BEDOK NORTH STREET 3,38482.3867,35129.4805,1.3339712514435162,103.9275087746718,1080.0,HDB,hdb
B44B,BEDOK,BLKS 556/557 BEDOK NORTH STREET 3,37970.7092,34944.8181,1.3323014049396815,103.92291100535586,102.0,HDB,hdb
B45,BEDOK,BLK 537/539 BEDOK NORTH STREET 3,38250.9386,34876.1148,1.3316799840249027,103.92542899880024,67.0,HDB,hdb
B46,BEDOK,BLK 537 BEDOK NORTH STREET 3,38112.1565,34836.4398,1.331321224401747,103.92418195189384,70.0,HDB,hdb
B47,BEDOK,BLK 540/542 BEDOK NORTH STREET 3,37896.9112,34789.4034,1.3308959153267648,103.92224783902347,234.0,HDB,hdb
B48,BEDOK,BLK 543/547 BEDOK NORTH STREET 3,38027.5007,34700.9495,1.3300959277312168,103.92342122843779,210.0,HDB,hdb
B48B,BEDOK,BLK 547C BEDOK NORTH AVENUE 1,38287.6513,34686.6961,1.3299669382159505,103.92575881889952,73.0,HDB,hdb
B49,BEDOK,BLK 549/551 BEDOK NORTH AVENUE 1,38388.8477,34932.0469,1.332185766541842,103.92666820717146,183.0,HDB,hdb
B50,BEDOK,BLK 601/605 BEDOK RESERVOIR ROAD,36875.1304,34739.7397,1.3304470907251158,103.91306656126841,581.0,HDB,hdb
B51,BEDOK,BLK 611/616 BEDOK RESERVOIR ROAD,37245.6836,34927.6641,1.3321465000881845,103.91639624241292,322.0,HDB,hdb
B52,BEDOK,BLK 617/624 BEDOK RESERVOIR ROAD,37412.3828,35122.5781,1.3339091800300193,103.91789418745978,300.0,HDB,hdb
B53,BEDOK,BLK 625/629 BEDOK RESERVOIR ROAD,37110.0129,35160.4187,1.3342514890920436,103.91517723527454,197.0,HDB,hdb
B54,BEDOK,BLK 630/632 BEDOK RESERVOIR ROAD,37112.9655,35062.2564,1.3333637440670496,103.91520373671189,160.0,HDB,hdb
B57,BEDOK,BLK 701/708 BEDOK RESERVOIR ROAD,37537.5855,35336.4582,1.3358433944930423,103.91901927098642,426.0,HDB,hdb
B59,BEDOK,BLK 716/718/721 BEDOK RESERVOIR ROAD,38310.1233,35520.6463,1.3375088707086673,103.9259610240537,386.0,HDB,hdb
B6,BEDOK,BLK 204/209 NEW UPPER CHANGI ROAD,38797.4548,34284.616,1.3263304964828266,103.93033953937258,516.0,HDB,hdb
B60,BEDOK,BLK 722/725 BEDOK RESERVOIR ROAD,38654.6406,35490.0933,1.3372324410644003,103.92905669849968,272.0,HDB,hdb
B63,BEDOK,BLK 739/745 BEDOK RESERVOIR ROAD,37937.9062,35591.9375,1.3381537269767974,103.9226164633439,99.0,HDB,hdb
B65,BEDOK,BLK 155/172 BEDOK SOUTH ROAD/AVENUE 3,40502.4219,33588.332,1.3200329104338988,103.94565928752263,743.0,HDB,hdb
B65L,BEDOK,BLK 152A BEDOK SOUTH ROAD,40720.5785,33389.4366,1.3182340844394125,103.9476194524166,4.0,HDB,hdb
B65M,BEDOK,BLK 154 BEDOK SOUTH ROAD,40577.3467,33351.3208,1.3178894383908413,103.94633242793388,674.0,HDB,hdb
B66,BEDOK,BLK 637A BEDOK RESERVOIR ROAD,35903.9044,34750.8852,1.3305481548727427,103.90433956320577,585.0,HDB,hdb
B67,BEDOK,BLK 649A JALAN TENAGA,36132.6219,34913.1736,1.332015772086148,103.90639475945369,334.0,HDB,hdb
