carpark_id,area,address,latitude,longitude,x_coordinate,y_coordinate,total_lots,agency,dataset
CK6A,CHOA CHU KANG,BLK 146A 146A TECK WHYE AVENUE,1.381035392,103.7531369,19076.7918,40333.5431,227,HDB,hdb
CK7,CHOA CHU KANG,BLK 135A TECK WHYE LANE,1.380282259,103.7519605,18945.8673,40250.2699,298,HDB,hdb
CK70,CHOA CHU KANG,BLK 476 CHOA CHU KANG AVENUE 5,1.376933257,103.7381465,17408.5254,39880.0108,620,HDB,hdb
CK71,CHOA CHU KANG,BLK 488 CHOA CHU KANG AVENUE 5,1.376687803,103.7386808,17467.9916,39852.8673,371,HDB,hdb
CK72,CHOA CHU KANG,BLK 489 CHOA CHU KANG AVENUE 5,1.375558813,103.7409305,17718.345,39728.0193,680,HDB,hdb
CK73,CHOA CHU KANG,BLK 801 KEAT HONG CLOSE,1.375282919,103.7434128,17994.5933,39697.5018,501,HDB,hdb
CK74,CHOA CHU KANG,BLK 805 KEAT HONG CLOSE,1.373297191,103.7432385,17975.1882,39477.9306,855,HDB,hdb
CK75,CHOA CHU KANG,BLK 809 CHOA CHU KANG AVENUE 1,1.374982441,103.7445342,18119.3938,39664.2718,1494,HDB,hdb
CK76,CHOA CHU KANG,BLK 810 CHOA CHU KANG AVENUE 7,1.374040452,103.7462067,18305.5202,39560.1044,755,HDB,hdb
CK77,CHOA CHU KANG,BLK 815 CHOA CHU KANG AVENUE 7,1.376557232,103.7467137,18361.9468,39838.3954,798,HDB,hdb
CK78,CHOA CHU KANG,817 KEAT HONG LINK,1.376987748,103.7493994,18660.8389,39885.9891,1712,HDB,hdb
CK79,CHOA CHU KANG,BLK 819 KEAT HONG LINK,1.37512371,103.7497119,18695.601,39679.8718,500,HDB,hdb
CK8,CHOA CHU KANG,BLK 201-221 CHOA CHU KANG CENTRAL,1.382086079,103.7471057,18405.5916,40449.7464,750,HDB,hdb
CK8A,CHOA CHU KANG,BLK 203A CHOA CHU KANG AVENUE 1/CENTRAL,1.381218607,103.7489786,18614.0227,40353.8181,373,HDB,hdb
CK9,CHOA CHU KANG,BLK 223-227 CHOA CHU KANG CENTRAL,1.381495974,103.7449178,18162.1088,40384.5044,45,HDB,hdb
CK9A,CHOA CHU KANG,BLK 228-239 CHOA CHU KANG CENTRAL,1.379988586,103.7475033,18449.8356,40217.8144,372,HDB,hdb
CKM1,CHOA CHU KANG,BLK 429A CHOA CHU KANG AVENUE 4,1.383596356,103.7408248,17706.6149,40616.7716,669,HDB,hdb
CKM2,CHOA CHU KANG,BLK 625A CHOA CHU KANG STREET 62,1.398384838,103.7467449,18365.515,42251.984,301,HDB,hdb
CKM3,CHOA CHU KANG,BLK 445A CHOA CHU KANG AVENUE 4,1.381187418,103.7366415,17241.061,40350.4217,456,HDB,hdb
CKM4,CHOA CHU KANG,BLK 474A CHOA CHU KANG AVENUE 3,1.378637946,103.7379297,17384.4024,40068.5078,537,HDB,hdb
CKM5,CHOA CHU KANG,BLK 450A CHOA CHU KANG AVENUE 4,1.379310301,103.7356957,17135.7982,40142.8636,2754,HDB,hdb
CKM6,CHOA CHU KANG,BLK 462A CHOA CHU KANG AVENUE 4,1.377535415,103.7357476,17141.5616,39946.6052,935,HDB,hdb
CKM7,CHOA CHU KANG,BLK 483A CHOA CHU KANG AVENUE 5,1.37597356,103.7370709,17288.8253,39773.897,537,HDB,hdb
CKM8,CHOA CHU KANG,BLK 486A CHOA CHU KANG AVENUE 5,1.375049975,103.7383621,17432.5108,39671.7658,492,HDB,hdb
CKM9,CHOA CHU KANG,BLK 297B CHOA CHU KANG AVENUE 2,1.377365192,103.7432966,17981.6699,39927.7497,273,HDB,hdb
CKT1,CHOA CHU KANG,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4,1.380315086,103.7385844,17457.2727,40253.9548,104,HDB,hdb
CKT2,CHOA CHU KANG,BLK 302 CHOA CHU KANG LOOP,1.385613581,103.7433363,17986.1193,40839.8157,81,HDB,hdb
CLM,QUEENSTOWN,BLK 129A CLARENCE LANE,1.292483012,103.8144006,25894.5957,30541.7316,332,HDB,hdb
CLNA,CLEMENTI,BLK 210 CLEMENTI AVENUE 6,1.322414724,103.7630537,20180.2167,33851.5291,728,HDB,hdb
CLRG,CLEMENTI,312 CLEMENTI AVENUE 4,1.319049412,103.7639857,20283.9283,33479.407,495,HDB,hdb
CLTR,CLEMENTI,BLK 311 CLEMENTI AVENUE 4,1.31936,103.7651328,20411.5945,33513.7467,743,HDB,hdb
CM1,BUKIT MERAH,BLK 10 CANTONMENT CLOSE,1.274458074,103.8392166,28656.4003,28548.62,1268,HDB,hdb
CR1,KALLANG,BLK 1/3/15/17 BEACH ROAD,1.303270836,103.8633077,31337.5185,31734.6056,124,HDB,hdb
CR1A,KALLANG,BLK 2 BEACH ROAD,1.303698357,103.8649585,31521.2359,31781.8809,22,HDB,hdb
CR1B,KALLANG,BLK 3 BEACH ROAD,1.304036074,103.8653587,31565.7734,31819.2245,20,HDB,hdb
CR2,KALLANG,BLK 3/4 BEACH ROAD,1.30468354,103.8656582,31599.1055,31890.8184,17,HDB,hdb
CR29,ROCHOR,BLK 29/30 KELANTAN LANE,1.305783783,103.8567933,30612.5155,32012.4666,56,HDB,hdb
CR3,KALLANG,BLK 9 NORTH BRIDGE ROAD,1.305068654,103.8643248,31450.707,31933.4004,30,HDB,hdb
CR30,ROCHOR,BLK 639/640 ROWELL COURT,1.307600179,103.854941,30406.377,32213.3125,54,HDB,hdb
CR31,ROCHOR,BLK 632/633/635 VEERASAMY ROAD,1.306249745,103.8546982,30379.3535,32063.9883,87,HDB,hdb
CR6,KALLANG,BLK 10 NORTH BRIDGE ROAD,1.3055,103.8635,29138.8535,32822.6286,79,HDB,hdb
CR7,KALLANG,BLK 464/463 CRAWFORD LANE,1.30553398,103.8623393,31229.7422,31984.8511,169,HDB,hdb
CSM,OUTRAM,BLK 54 CHIN SWEE ROAD MSCP,1.287438074,103.8411652,28873.2635,29983.8819,260,HDB,hdb
CTM1,CLEMENTI,BLK 441 COMMONWEALTH AVENUE WEST,1.314744665,103.7640729,20293.6227,33003.4096,266,HDB,hdb
CV1,CHANGI,BLK 1/1A TELOK PAKU ROAD,1.388329163,103.988178,45233.8667,41140.4649,208,HDB,hdb
CV2,CHANGI,BLK 3 CHANGI VILLAGE ROAD,1.389902483,103.9879889,45212.8158,41314.4339,31,HDB,hdb
CV3,CHANGI,BLK 5 CHANGI VILLAGE ROAD,1.389983118,103.9864869,45045.6516,41323.3393,86,HDB,hdb
CVBK,KALLANG,BLK 8C BOON KENG ROAD,1.316516433,103.8610276,31083.7452,33199.2328,444,HDB,hdb
CY,ROCHOR,BLK 269/269A/269B CHENG YAN COURT CAR PARK,1.300626028,103.8536649,30264.3593,31442.1456,28,HDB,hdb
D0006,OUTRAM,DUXTON HILL OFF STREET,1.279121361,103.8430767,29085.9986,29064.2635,9,URA,lta
D0026,ROCHOR,DICKSON ROAD OFF STREET,1.305896127,103.8535673,30253.4988,32024.8859,9,URA,lta
D0028,BUKIT MERAH,DELTA CIRCUS FRINGE CAR PARK,1.2893051,103.8246544,27035.7463,30190.3283,192,URA,lta
DRM1,BUKIT MERAH,BLK 104C DEPOT ROAD,1.280513156,103.8115435,25576.6096,29218.1692,448,HDB,hdb
DRM2,BUKIT MERAH,BLK 112C DEPOT ROAD,1.281299376,103.8078531,25165.8976,29305.1091,392,HDB,hdb
DRM3,BUKIT MERAH,108A DEPOT ROAD,1.280838377,103.8098679,25390.1316,29254.1321,285,HDB,hdb
DRM4,BUKIT MERAH,BLK 105 DEPOT ROAD,1.280870652,103.8123659,25668.1428,29257.6985,104,HDB,hdb
DRM5,BUKIT MERAH,BLOCK 110 DEPOT ROAD,1.281331883,103.8094774,25346.6693,29308.7018,84,HDB,hdb
DRS,BUKIT MERAH,BLK 102A/102B DEPOT ROAD,1.280469756,103.8129928,25737.908,29213.3689,1325,HDB,hdb
DSR1,QUEENSTOWN,BLK 31A MARGARET DRIVE,1.298455991,103.8035376,24685.6441,31202.2045,444,HDB,hdb
DSR2,QUEENSTOWN,BLK 37A MARGARET DRIVE,1.297894743,103.805331,24885.23,31140.1423,766,HDB,hdb
DSRL,QUEENSTOWN,BLK 38A MARGARET DRIVE,1.297334629,103.8051482,24864.8825,31078.208,154,HDB,hdb
DUXM,OUTRAM,BLK 1 CANTONMENT ROAD,1.276977381,103.8410541,28860.8985,28827.1925,1358,HDB,hdb
DWSO,QUEENSTOWN,BLK 40 & 41 MARGARET DRIVE,1.296467718,103.8069433,25064.6593,30982.3473,852,HDB,hdb
DWSP,QUEENSTOWN,BLK 95A DAWSON ROAD,1.296073217,103.8119342,25620.1022,30938.7202,785,HDB,hdb
DWST,QUEENSTOWN,BLK 89A DAWSON ROAD,1.295186745,103.8119897,25626.2862,30840.6986,224,HDB,hdb
DWSV,QUEENSTOWN,BLK 85 DAWSON ROAD,1.295306795,103.8096169,25362.2059,30853.9755,691,HDB,hdb
DWVT,QUEENSTOWN,BLK 78A DAWSON ROAD,1.294225428,103.8101445,25420.9278,30734.4029,399,HDB,hdb
E0023,BEDOK,EAST COAST PARK E3 OFF STREET,1.308648775,103.9362443,39454.6771,32329.4854,42,URA,lta
E0024,BEDOK,EAST COAST PARK E2 OFF STREET,1.307348456,103.9358221,39407.6997,32185.7007,99,URA,lta
E0027,BEDOK,EAST COAST PARK E1 OFF STREET,1.306893521,103.9299929,38758.963,32135.3705,549,URA,lta
EC2,GEYLANG,BLK 12-25 EUNOS CRESCENT,1.322615728,103.9044421,35915.3437,33873.7578,809,HDB,hdb
EC3,GEYLANG,BLK 5-8/11/4A EUNOS CRESCENT,1.321156734,103.9044758,35919.0977,33712.4297,44,HDB,hdb
EC4,GEYLANG,BLK 1-3/1A EUNOS CRESCENT,1.320516456,103.9026924,35720.628,33641.6254,119,HDB,hdb
EC7,GEYLANG,BLK 842-848 SIMS AVENUE,1.317783703,103.9016257,35601.9233,33339.4481,127,HDB,hdb
EC8,GEYLANG,BLK 2A EUNOS MRT SIMS AVENUE,1.319226865,103.9032081,35778.02,33499.0305,163,HDB,hdb
ECM,GEYLANG,BLK 31A EUNOS CRESCENT,1.319997628,103.9016271,35602.0712,33584.2527,407,HDB,hdb
ECM2,GEYLANG,BLK 39 EUNOS ROAD 2,1.319815755,103.9006497,35493.2923,33564.1391,413,HDB,hdb
ECML,GEYLANG,"BLK 34 TO 36, 37A TO 37C EUNOS CRESCENT/ EUNOS ROAD 2",1.321249096,103.9015374,35592.0791,33722.6334,6,HDB,hdb
EI3,GEYLANG,BLK 410 TO 417 EUNOS ROAD 5,1.318846467,103.8983797,35240.6635,33456.9535,265,HDB,hdb
EPL,BUKIT MERAH,BLK 1/7 EVERTON PARK,1.277163553,103.8399127,28733.8679,28847.7781,18,HDB,hdb
EPM,BUKIT MERAH,BLK 6A EVERTON ROAD,1.276184436,103.8389082,28622.0835,28739.5121,373,HDB,hdb
FR2C,BUKIT TIMAH,BLK 3/4 QUEEN'S ROAD,1.318278391,103.8077126,25150.3008,33394.0586,284,HDB,hdb
FR3M,BUKIT TIMAH,BLK 8A EMPRESS ROAD,1.316694831,103.8062106,24983.1434,33218.9585,228,HDB,hdb
FR4M,TANGLIN,BLK 6A FARRER ROAD,1.316875727,103.8075345,25130.4814,33238.9594,161,HDB,hdb
FRM,KALLANG,BLK 808 FRENCH ROAD MSCP,1.308758633,103.8613647,31121.2668,32341.4155,264,HDB,hdb
GBM,KALLANG,BLK 60A GEYLANG BAHRU,1.322772391,103.8686337,31930.2182,33890.9953,677,HDB,hdb
GE1A,GEYLANG,BLK 99-106/111-112 ALJUNIED CRESCENT,1.319887489,103.8834378,33577.7747,33572.0259,1201,HDB,hdb
GE1B,GEYLANG,BLK 114-117 ALJUNIED AVENUE 2,1.321205443,103.8869925,33973.3743,33717.7668,64,HDB,hdb
GE1C,GEYLANG,BLK 119 ALJUNIED CRESCENT,1.31975879,103.8862991,33896.2141,33557.8016,128,HDB,hdb
GE1F,GEYLANG,BLK 107-108 ALJUNIED CRESCENT,1.319209948,103.8842356,33666.5701,33497.1087,77,HDB,hdb
GE1G,GEYLANG,BLK 95 & 113 ALJUNIED CRESCENT,1.320962409,103.8863088,33897.2922,33690.8917,75,HDB,hdb
GE2,GEYLANG,BLK 120 TO 123 GEYLANG EAST CENTRAL,1.317945422,103.8848394,33733.7656,33357.2852,306,HDB,hdb
GE3,GEYLANG,BLK 124 TO 128 GEYLANG EAST AVENUE 1,1.317500992,103.8873633,34014.6484,33308.1484,552,HDB,hdb
GE5,GEYLANG,BLK 129-134 GEYLANG EAST AVENUE 1/2,1.31654978,103.8875653,34037.1328,33202.9687,346,HDB,hdb
GEM,GEYLANG,BLK 118 ALJUNIED AVENUE 2,1.320036814,103.8876027,34041.285,33588.5472,231,HDB,hdb
GEML,GEYLANG,BLK 118 ALJUNIED AVENUE 2,1.319937742,103.8878498,34068.7879,33577.593,3,HDB,hdb
GM1A,QUEENSTOWN,BLK 2A GHIM MOH ROAD,1.312613639,103.7869257,22836.9123,32767.7127,595,HDB,hdb
GM1M,QUEENSTOWN,31A GHIM MOH LINK,1.309354432,103.7843689,22552.3566,32407.3317,1530,HDB,hdb
GM2,QUEENSTOWN,BLK 7/8/9 GHIM MOH ROAD,1.311601403,103.7881601,22974.2865,32655.7823,62,HDB,hdb
GM2A,QUEENSTOWN,BLK 8A GHIM MOH ROAD,1.310871041,103.7872643,22874.5952,32575.0244,146,HDB,hdb
GM3,QUEENSTOWN,BLK 19/20 GHIM MOH ROAD,1.311155905,103.7888531,23051.41,32606.52,56,HDB,hdb
GM5,QUEENSTOWN,BLK 21 GHIM MOH ROAD,1.310381853,103.7885108,23013.32,32520.93,118,HDB,hdb
GM6A,QUEENSTOWN,BLK 13A GHIM MOH ROAD,1.309492534,103.7887229,23036.915,32422.5932,167,HDB,hdb
GM6B,QUEENSTOWN,BLK 16A GHIM MOH ROAD,1.309611071,103.7876523,22917.7735,32435.7026,232,HDB,hdb
GMLM,QUEENSTOWN,BLK 24 GHIM MOH LINK,1.308728312,103.7858206,22713.9209,32338.0954,1530,HDB,hdb
GSM,GEYLANG,BLK 2 GEYLANG SERAI,1.317206714,103.8983401,35236.2639,33275.6378,200,HDB,hdb
GSML,GEYLANG,BLK 2 GEYLANG SERAI,1.317031228,103.8984885,35252.7807,33256.2338,22,HDB,hdb
H0003,KALLANG,HAMILTON ROAD OFF STREET,1.31168967,103.8617454,31163.6379,32665.515,9,URA,lta
H0011,QUEENSTOWN,HOLLAND DRIVE OFF STREET,1.310694737,103.7932077,23536.0411,32555.5183,96,URA,lta
H0015,ROCHOR,HINDOO ROAD OFF STREET,1.308590132,103.854066,30308.9887,32322.7756,9,URA,lta
H0022,NEWTON,HULLET ROAD OFF STREET,1.303200409,103.839043,28637.0785,31726.799,18,URA,lta
H0024,SINGAPORE RIVER,HONG LIM PARK OFF STREET,1.286401071,103.8473268,29559.0015,29869.2184,9,URA,lta
H0057,ROCHOR,HINDOO ROAD-KAMPONG KAPOR ROAD OFF STREET,1.307959413,103.854498,30357.0756,32253.0344,9,URA,lta
H12,BUKIT MERAH,BLK 1/5 DELTA AVENUE,1.291993773,103.827409,27342.3203,30487.627,519,HDB,hdb
H14,BUKIT MERAH,BLK 96 HAVELOCK ROAD MSCP,1.2885117,103.8324652,27905.0274,30102.5966,323,HDB,hdb
H17,BUKIT MERAH,BLK 28A BEO CRESCENT,1.288167858,103.8278571,27392.1841,30064.5769,229,HDB,hdb
H18,BUKIT MERAH,BLK 44A HAVELOCK ROAD,1.288989741,103.8269788,27294.4381,30155.4567,336,HDB,hdb
H3,BUKIT MERAH,BLK 87 ZION ROAD,1.291008687,103.8325154,27910.6083,30378.7005,251,HDB,hdb
H3BL,HOUGANG,"BLK 991A TO 991B,992A TO 992B BUANGKOK LINK",1.384471685,103.88224,33444.3288,40713.4165,10,HDB,hdb
H3DL,HOUGANG,"BLK 998A TO 998B,999A TO 999B BUANGKOK CRESCENT",1.385073504,103.8801282,33209.3106,40779.9579,2,HDB,hdb
H4,BUKIT MERAH,BLK 22 HAVELOCK ROAD,1.288093897,103.8293714,27560.7129,30056.3984,102,HDB,hdb
H6,BUKIT MERAH,BLK 77/79 GANGES AVENUE,1.291369664,103.8289836,27517.5526,30418.6159,212,HDB,hdb
H8,BUKIT MERAH,BLKS 4-8 TAMAN HO SWEE,1.287726965,103.8309221,27733.2963,30015.8248,148,HDB,hdb
H87L,HOUGANG,BLK 950 TO 976 HOUGANG AVENUE 9 /STREET 91,1.378496802,103.8785962,33038.8293,40052.7361,500,HDB,hdb
H93L,HOUGANG,"BLK 978C TO 981D, 982, 987A TO 988C BUANGKOK CRESCENT/GREEN",1.379800326,103.8807173,33274.8825,40196.8778,38,HDB,hdb
HCM,BUKIT MERAH,BLK 104A HENDERSON CRESCENT,1.289046048,103.8215599,26691.3633,30161.685,644,HDB,hdb
HE1,BUKIT MERAH,BLK 102/103/104 HENDERSON CRESCENT,1.289222143,103.8223554,26779.8906,30181.1563,41,HDB,hdb
HE12,BUKIT MERAH,BLK 78/81 REDHILL LANE,1.288210023,103.8186506,26367.5806,30069.2434,105,HDB,hdb
HE17,BUKIT MERAH,BLK 93/96 HENDERSON ROAD,1.286423061,103.8203888,26561.0277,29871.6493,120,HDB,hdb
HE19,BUKIT MERAH,#NAME?,1.290540619,103.8209851,26627.3867,30326.9473,173,HDB,hdb
HE24,BUKIT MERAH,BLK 116 BUKIT MERAH VIEW,1.284668093,103.8209853,26627.4121,29677.5937,29,HDB,hdb
HE3,BUKIT MERAH,BLK 116/117 BUKIT MERAH VIEW,1.284719003,103.8217117,26708.25,29683.2227,202,HDB,hdb
HE4,BUKIT MERAH,BLK 121/122 & 127 BUKIT MERAH VIEW,1.283470913,103.8227829,26827.4609,29545.2148,204,HDB,hdb
HE9,BUKIT MERAH,BLK 118/119 BUKIT MERAH VIEW,1.283707366,103.8211938,26650.6074,29571.3613,89,HDB,hdb
HG1,HOUGANG,"BLK 1,2,6,7 HOUGANG AVENUE 3",1.362165537,103.8941797,34773.1311,38246.9455,164,HDB,hdb
HG10,HOUGANG,BLK 101-108 HOUGANG AVENUE 1,1.354547713,103.8904836,34361.8201,37404.5949,248,HDB,hdb
HG11,HOUGANG,BLK 301-319 HOUGANG AVENUE 5,1.365959085,103.8949804,34862.2295,38666.4192,826,HDB,hdb
HG12,HOUGANG,BLK 320-324 HOUGANG AVENUE 5,1.366695127,103.898161,35216.1904,38747.8164,290,HDB,hdb
HG13,HOUGANG,BLK 325/326 HOUGANG AVENUE 7,1.367835186,103.8985638,35261.0156,38873.8796,150,HDB,hdb
HG14,HOUGANG,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",1.369197833,103.8964277,35023.2798,39024.5479,996,HDB,hdb
HG15,HOUGANG,BLK 208-210 HOUGANG STREET 21,1.358960838,103.8867122,33942.0874,37892.5664,123,HDB,hdb
HG16,HOUGANG,BLK 211-212 HOUGANG STREET 21,1.359726451,103.8880915,34095.5904,37977.2274,73,HDB,hdb
HG17,HOUGANG,BLK 231/233/235/237 HOUGANG STREET 21,1.357675485,103.8879577,34080.7076,37750.4416,225,HDB,hdb
HG18,HOUGANG,BLK 230/232/234/236/238 HOUGANG AVENUE 1,1.358056283,103.8889504,34191.1758,37792.5508,242,HDB,hdb
HG19,HOUGANG,BLK 138-145 LORONG AH SOO,1.352845383,103.8838023,33618.2651,37216.3433,568,HDB,hdb
HG1A,HOUGANG,BLK 470 UPPER SERANGOON CRESCENT,1.378663847,103.9017851,35619.4738,40071.2687,563,HDB,hdb
HG1B,HOUGANG,BLK 475 UPPER SERANGOON CRESCENT,1.375720843,103.9006892,35497.5223,39745.8425,659,HDB,hdb
HG1C,HOUGANG,BLK 476 UPPER SERANGOON VIEW,1.377867367,103.9038619,35850.5915,39983.2046,566,HDB,hdb
HG1D,HOUGANG,BLK 376 HOUGANG STREET 32,1.363743381,103.8941133,34765.7308,38421.4154,175,HDB,hdb
HG1E,HOUGANG,BLK 377 HOUGANG STREET 32,1.362651326,103.8947156,34832.7635,38300.6631,306,HDB,hdb
HG1F,HOUGANG,BLK 229 HOUGANG STREET 21,1.358113189,103.8871054,33985.8567,37798.8386,469,HDB,hdb
HG2,HOUGANG,BLK 15-18 HOUGANG AVENUE 3,1.362916282,103.8920255,34533.3906,38329.9531,229,HDB,hdb
HG20,HOUGANG,BLK 128-137 LORONG AH SOO,1.350283507,103.8864275,33910.4258,36933.0703,590,HDB,hdb
HG22,HOUGANG,BLK 154-157 HOUGANG STREET 11,1.352473457,103.8804324,33243.2373,37175.2101,116,HDB,hdb
HG23,HOUGANG,BLK 239-246 HOUGANG STREET 22,1.357512578,103.8915463,34480.0781,37732.4375,282,HDB,hdb
HG24,HOUGANG,BLK 247-254 HOUGANG AVENUE 3,1.359798107,103.8916917,34496.2494,37985.1602,325,HDB,hdb
HG29,HOUGANG,BLK 351-357 HOUGANG AVENUE 7,1.372342271,103.8990805,35318.5017,39372.252,232,HDB,hdb
HG2A,HOUGANG,BLK 473 UPPER SERANGOON CRESCENT,1.376372318,103.9007208,35501.0297,39817.8795,408,HDB,hdb
HG2B,HOUGANG,BLK 933 HOUGANG AVENUE 9,1.375529907,103.8824558,33468.3697,39724.6803,323,HDB,hdb
HG2C,HOUGANG,BLK 364 / 365 UPPER SERANGOON RD,1.370107812,103.8972276,35112.2965,39125.1711,483,HDB,hdb
HG2D,HOUGANG,"BLK 581,582 AND 582A BUANGKOK GREEN",1.379407142,103.8871818,33994.2969,40153.4168,36,HDB,hdb
HG30,HOUGANG,BLK 464-468 HOUGANG AVENUE 10,1.373259132,103.8969659,35083.1678,39473.6275,433,HDB,hdb
HG31,HOUGANG,BLK 414-416 HOUGANG AVENUE 10,1.375415482,103.8965025,35031.5866,39712.0645,85,HDB,hdb
HG32,HOUGANG,BLK 601-608 HOUGANG AVENUE 4,1.371379058,103.8860602,33869.4973,39265.7089,270,HDB,hdb
HG33,HOUGANG,BLK 609-621 HOUGANG AVENUE 8,1.369567772,103.8843751,33681.9766,39065.4219,496,HDB,hdb
HG34,HOUGANG,BLK 622-632 HOUGANG AVENUE 8,1.369942472,103.8815031,33362.3594,39106.8477,360,HDB,hdb
HG35,HOUGANG,"BLK 701-702,707-710 HOUGANG AVENUE 2",1.366489723,103.8889637,34192.6367,38725.0781,315,HDB,hdb
HG36,HOUGANG,"BLK 703-706,711-712 HOUGANG AVENUE 2",1.366118548,103.8876039,34041.3045,38684.032,220,HDB,hdb
HG37,HOUGANG,BLKS 501-507 HOUGANG AVENUE 8,1.373008633,103.8873707,34015.3359,39445.9023,256,HDB,hdb
HG38,HOUGANG,"BLK 508-517,520-533 HOUGANG AVENUE 10",1.373393367,103.8902947,34340.7388,39488.4518,1076,HDB,hdb
HG39,HOUGANG,HOUGANG SPORTS COMPLEX,1.3699434,103.8859678,33859.2191,39106.9608,204,HDB,hdb
HG3B,HOUGANG,BLK 991 BUANGKOK LINK,1.384299744,103.8816245,33375.828,40694.4027,422,HDB,hdb
HG3D,HOUGANG,BLK 998 BUANGKOK CRESCENT,1.384211116,103.8796736,33158.7215,40684.5984,265,HDB,hdb
HG3E,HOUGANG,BLK 993 BUANGKOK LINK,1.385120689,103.8836581,33602.1418,40785.1834,299,HDB,hdb
HG3L,HOUGANG,"BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK",1.38620965,103.8816033,33373.4677,40905.5905,725,HDB,hdb
HG4,HOUGANG,BLK 19-23 HOUGANG AVENUE 3,1.364230425,103.8909834,34417.4102,38475.2617,407,HDB,hdb
HG41,HOUGANG,BLK 633-642 & 647-648 HOUGANG AVENUE 8,1.37127612,103.8793501,33122.7539,39254.3111,461,HDB,hdb
HG42,HOUGANG,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,1.374161037,103.8834179,33575.4429,39573.3197,701,HDB,hdb
HG43,HOUGANG,BLK 668-680 HOUGANG AVENUE 8,1.372113117,103.8843042,33674.0721,39346.8732,487,HDB,hdb
HG44,HOUGANG,BLK 681-684 HOUGANG AVENUE 4/8,1.37364879,103.8863297,33899.488,39516.6851,155,HDB,hdb
HG45,HOUGANG,BLK 685-691 HOUGANG STREET 61,1.375903827,103.88613,33877.2539,39766.0352,458,HDB,hdb
HG46,HOUGANG,BLK 692-698 HOUGANG STREET 61,1.375857848,103.886963,33969.957,39760.9531,242,HDB,hdb
HG47,HOUGANG,BLK 805 HOUGANG CENTRAL,1.371184089,103.8939622,34748.896,39244.171,341,HDB,hdb
HG48,HOUGANG,BLK 417-434 HOUGANG AVENUE 6/8/10,1.37542517,103.8940937,34763.52,39713.1288,837,HDB,hdb
HG49,HOUGANG,BLK 435-458 HOUGANG AVENUE 6/8,1.378793343,103.8947593,34837.5859,40085.5664,776,HDB,hdb
HG5,HOUGANG,BLK 24/25 HOUGANG AVENUE 3,1.365355318,103.8923108,34565.1384,38599.6502,149,HDB,hdb
HG50,HOUGANG,BLK 534-545 HOUGANG AVENUE 8,1.377331836,103.8913337,34456.3578,39923.9507,490,HDB,hdb
HG51,HOUGANG,BLK 546-555 HOUGANG STREET 51,1.378651048,103.8901131,34320.5249,40069.8193,204,HDB,hdb
HG52,HOUGANG,BLK 556-566 HOUGANG STREET 51,1.38028263,103.8897556,34280.7309,40250.2304,192,HDB,hdb
HG53,HOUGANG,BLK 830A HOUGANG CENTRAL,1.370871826,103.8907031,34386.2027,39209.6336,201,HDB,hdb
HG54,HOUGANG,BLK 220-222 HOUGANG STREET 21,1.356644354,103.8843547,33679.7387,37636.4156,240,HDB,hdb
HG55,HOUGANG,BLK 814 HOUGANG AVENUE 10,1.37268343,103.8932122,34665.4285,39409.9585,89,HDB,hdb
HG56,HOUGANG,BLK 830-835 HOUGANG CENTRAL,1.371203251,103.8901223,34321.5593,39246.2794,20,HDB,hdb
HG60,HOUGANG,BLK 548A HOUGANG STREET 51,1.379004378,103.8911938,34440.7881,40108.8916,371,HDB,hdb
HG61,HOUGANG,BLK 559A HOUGANG STREET 51,1.379654028,103.8891544,34213.8314,40180.7212,311,HDB,hdb
HG62,HOUGANG,BLK 566A HOUGANG STREET 51,1.380826996,103.8885596,34147.6282,40310.4206,345,HDB,hdb
HG64,HOUGANG,BLK 682-684 HOUGANG STREET 61,1.374341253,103.8862976,33895.9179,39593.254,82,HDB,hdb
HG67,HOUGANG,"BLK 401-413, 460-463 HOUGANG AVENUE 10",1.374292663,103.8958176,34955.3741,39587.9068,705,HDB,hdb
HG68,HOUGANG,BLK 838A HOUGANG CENTRAL,1.369924451,103.8918395,34512.6726,39104.8807,248,HDB,hdb
HG69,HOUGANG,BLK 850A HOUGANG CENTRAL,1.369980742,103.8929698,34638.456,39111.1082,187,HDB,hdb
HG7,HOUGANG,BLK 109-127 HOUGANG AVENUE 1,1.353652999,103.887803,34063.4941,37305.6551,757,HDB,hdb
HG70,HOUGANG,BLK 567A HOUGANG STREET 51,1.378973567,103.8885084,34141.9377,40105.4776,348,HDB,hdb
HG71,HOUGANG,BLK 574A HOUGANG STREET 51,1.377702696,103.8863739,33904.3999,39964.9457,685,HDB,hdb
HG73,HOUGANG,BLK 909A HOUGANG STREET 91,1.378304455,103.8835515,33590.2913,40031.4783,1052,HDB,hdb
HG74,HOUGANG,BLK 166A HOUGANG AVENUE 1,1.350820191,103.8880705,34093.2753,36992.4181,316,HDB,hdb
HG75,HOUGANG,BLK 172A HOUGANG AVENUE 1,1.350591594,103.8889979,34196.4873,36967.1434,823,HDB,hdb
HG76,HOUGANG,BLK 159A HOUGANG STREET 11,1.351758085,103.879474,33136.5776,37096.1058,270,HDB,hdb
